944	63	4	
944	77	2	
944	130	1	
944	187	3	
944	228	1	
944	240	2	
944	344	5	
944	393	1	
944	398	3	
944	479	1	
944	590	1	
944	632	2	
944	661	3	
944	697	1	
944	707	2	
944	774	1	
944	801	4	
944	914	3	
944	919	5	
944	960	1	
944	1003	3	
944	1036	5	
944	1237	1	
944	1268	3	
944	1362	3	
944	1425	2	
944	1461	3	
944	1509	1	
944	1526	5	
944	1528	1	
944	1626	3	
944	1653	5	
944	1661	2	
944	1673	1	
944	1719	4	
944	1787	1	
944	1868	1	
944	1994	3	
944	2004	3	
944	2021	5	
944	2160	3	
944	2215	3	
944	2277	1	
944	2322	4	
944	2329	5	
944	2344	2	
944	2358	4	
944	2362	4	
944	2396	3	
944	2423	5	
944	2527	2	
944	2566	5	
944	2570	3	
944	2629	4	
944	2734	1	
944	2810	4	
944	2814	1	
944	2830	2	
944	2863	3	
944	2894	2	
944	3069	1	
944	3115	1	
944	3183	1	
944	3187	1	
944	3325	3	
944	3496	2	
944	3566	3	
944	3643	1	
944	3653	1	
944	3694	1	
944	3705	3	
946	63	4	
946	77	3	
946	130	4	
946	187	2	
946	228	3	
946	240	3	
946	344	3	
946	393	1	
946	398	3	
946	479	2	
946	590	4	
946	632	3	
946	661	4	
946	697	3	
946	707	2	
946	774	3	
946	801	1	
946	914	4	
946	919	4	
946	960	3	
946	1003	3	
946	1036	1	
946	1237	4	
946	1268	2	
946	1362	1	
946	1425	3	
946	1461	2	
946	1509	2	
946	1526	2	
946	1528	1	
946	1626	1	
946	1653	5	
946	1661	2	
946	1673	1	
946	1719	3	
946	1787	2	
946	1868	3	
946	1994	4	
946	2004	1	
946	2021	4	
946	2160	4	
946	2215	3	
946	2277	2	
946	2322	1	
946	2329	4	
946	2344	2	
946	2358	3	
946	2362	2	
946	2396	4	
946	2423	2	
946	2527	4	
946	2566	2	
946	2570	2	
946	2629	3	
946	2734	2	
946	2810	4	
946	2814	2	
946	2830	1	
946	2863	4	
946	2894	1	
946	3069	3	
946	3115	4	
946	3183	3	
946	3187	2	
946	3325	2	
946	3496	3	
946	3566	2	
946	3643	3	
946	3653	3	
946	3694	1	
946	3705	2	
945	63	3	
945	77	2	
945	130	2	
945	187	4	
945	228	1	
945	240	3	
945	344	3	
945	393	1	
945	398	2	
945	479	2	
945	590	3	
945	632	1	
945	661	2	
945	697	4	
945	707	3	
945	774	2	
945	801	4	
945	914	3	
945	919	4	
945	960	2	
945	1003	3	
945	1036	2	
945	1237	2	
945	1268	1	
945	1362	1	
945	1425	4	
945	1461	3	
945	1509	3	
945	1526	3	
945	1528	1	
945	1626	2	
945	1653	4	
945	1661	2	
945	1673	3	
945	1719	3	
945	1787	2	
945	1868	3	
945	1994	2	
945	2004	2	
945	2021	1	
945	2160	4	
945	2215	2	
945	2277	2	
945	2322	2	
945	2329	3	
945	2344	4	
945	2358	3	
945	2362	2	
945	2396	4	
945	2423	4	
945	2527	3	
945	2566	3	
945	2570	4	
945	2629	4	
945	2734	4	
945	2810	1	
945	2814	1	
945	2830	3	
945	2863	3	
945	2894	2	
945	3069	2	
945	3115	4	
945	3183	4	
945	3187	3	
945	3325	4	
945	3496	5	
945	3566	4	
945	3643	2	
945	3653	4	
945	3694	1	
945	3705	4	
196	242	3	881250949.0
186	302	3	891717742.0
22	377	1	878887116.0
244	51	2	880606923.0
166	346	1	886397596.0
298	474	4	884182806.0
115	265	2	881171488.0
253	465	5	891628467.0
305	451	3	886324817.0
6	86	3	883603013.0
62	257	2	879372434.0
286	1014	5	879781125.0
200	222	5	876042340.0
210	40	3	891035994.0
224	29	3	888104457.0
303	785	3	879485318.0
122	387	5	879270459.0
194	274	2	879539794.0
291	1042	4	874834944.0
234	1184	2	892079237.0
119	392	4	886176814.0
167	486	4	892738452.0
299	144	4	877881320.0
291	118	2	874833878.0
308	1	4	887736532.0
95	546	2	879196566.0
38	95	5	892430094.0
102	768	2	883748450.0
63	277	4	875747401.0
160	234	5	876861185.0
50	246	3	877052329.0
301	98	4	882075827.0
225	193	4	879539727.0
290	88	4	880731963.0
97	194	3	884238860.0
157	274	4	886890835.0
181	1081	1	878962623.0
278	603	5	891295330.0
276	796	1	874791932.0
7	32	4	891350932.0
10	16	4	877888877.0
284	304	4	885329322.0
201	979	2	884114233.0
276	564	3	874791805.0
287	327	5	875333916.0
246	201	5	884921594.0
242	1137	5	879741196.0
249	241	5	879641194.0
99	4	5	886519097.0
178	332	3	882823437.0
251	100	4	886271884.0
81	432	2	876535131.0
260	322	4	890618898.0
25	181	5	885853415.0
59	196	5	888205088.0
72	679	2	880037164.0
87	384	4	879877127.0
290	143	5	880474293.0
42	423	5	881107687.0
292	515	4	881103977.0
115	20	3	881171009.0
20	288	1	879667584.0
201	219	4	884112673.0
13	526	3	882141053.0
246	919	4	884920949.0
138	26	5	879024232.0
167	232	1	892738341.0
60	427	5	883326620.0
57	304	5	883698581.0
223	274	4	891550094.0
189	512	4	893277702.0
243	15	3	879987440.0
92	1049	1	890251826.0
246	416	3	884923047.0
194	165	4	879546723.0
241	690	2	887249482.0
178	248	4	882823954.0
254	1444	3	886475558.0
293	5	3	888906576.0
127	229	5	884364867.0
225	237	5	879539643.0
299	229	3	878192429.0
225	480	5	879540748.0
276	54	3	874791025.0
291	144	5	874835091.0
222	366	4	878183381.0
267	518	5	878971773.0
42	403	3	881108684.0
11	111	4	891903862.0
95	625	4	888954412.0
8	338	4	879361873.0
162	25	4	877635573.0
87	1016	4	879876194.0
279	154	5	875296291.0
145	275	2	885557505.0
119	1153	5	874781198.0
62	498	4	879373848.0
62	382	3	879375537.0
28	209	4	881961214.0
135	23	4	879857765.0
32	294	3	883709863.0
90	382	5	891383835.0
286	208	4	877531942.0
293	685	3	888905170.0
216	144	4	880234639.0
166	328	5	886397722.0
250	496	4	878090499.0
271	132	5	885848672.0
160	174	5	876860807.0
265	118	4	875320714.0
198	498	3	884207492.0
42	96	5	881107178.0
168	151	5	884288058.0
110	307	4	886987260.0
58	144	4	884304936.0
90	648	4	891384754.0
271	346	4	885844430.0
62	21	3	879373460.0
279	832	3	881375854.0
237	514	4	879376641.0
94	789	4	891720887.0
128	485	3	879966895.0
298	317	4	884182806.0
44	195	5	878347874.0
264	200	5	886122352.0
194	385	2	879524643.0
72	195	5	880037702.0
222	750	5	883815120.0
250	264	3	878089182.0
41	265	3	890687042.0
224	245	3	888082216.0
82	135	3	878769629.0
262	1147	4	879791710.0
293	471	3	888904884.0
216	658	3	880245029.0
250	140	3	878092059.0
59	23	5	888205300.0
286	379	5	877533771.0
244	815	4	880605185.0
7	479	4	891352010.0
174	368	1	886434402.0
87	274	4	879876734.0
194	1211	2	879551380.0
82	1134	2	884714402.0
13	836	2	882139746.0
13	272	4	884538403.0
244	756	2	880605157.0
305	427	5	886323090.0
95	787	2	888954930.0
43	14	2	883955745.0
299	955	4	889502823.0
57	419	3	883698454.0
84	405	3	883452363.0
269	504	4	891449922.0
299	111	3	877878184.0
194	466	4	879525876.0
160	135	4	876860807.0
99	268	3	885678247.0
10	486	4	877886846.0
259	117	4	874724988.0
85	427	3	879456350.0
303	919	4	879467295.0
213	273	5	878870987.0
121	514	3	891387947.0
90	98	5	891383204.0
49	559	2	888067405.0
42	794	3	881108425.0
155	323	2	879371261.0
68	117	4	876973939.0
172	177	4	875537965.0
19	4	4	885412840.0
268	231	4	875744136.0
5	2	3	875636053.0
305	117	2	886324028.0
44	294	4	883612356.0
43	137	4	875975656.0
279	1336	1	875298353.0
80	466	5	887401701.0
254	164	4	886472768.0
298	281	3	884183336.0
279	1240	1	892174404.0
66	298	4	883601324.0
18	443	3	880130193.0
268	1035	2	875542174.0
99	79	4	885680138.0
13	98	4	881515011.0
26	258	3	891347949.0
7	455	4	891353086.0
222	755	4	878183481.0
